Created As Omnic File,BIOL 012
Raman Shift / cm-1,INT
3699.66,1
3698.36,1
3697.06,0
3695.77,0
3694.47,0
3693.18,-0
3691.88,0
3690.58,0
3689.29,-0
3687.99,-0
3686.69,0
3685.40,0
3684.10,0
3682.80,0
3681.51,-0
3680.21,0
3678.91,0
3677.62,0
3676.32,0
3675.02,0
3673.73,-0
3672.43,0
3671.14,-0
3669.84,-0
3668.54,-0
3667.25,0
3665.95,0
3664.65,0
3663.36,1
3662.06,-0
3660.76,0
3659.47,0
3658.17,1
3656.87,0
3655.58,1
3654.28,-0
3652.98,1
3651.69,-0
3650.39,-0
3649.10,0
3647.80,0
3646.50,0
3645.21,0
3643.91,-1
3642.61,0
3641.32,-0
3640.02,-0
3638.72,-0
3637.43,-0
3636.13,-0
3634.83,-0
3633.54,-0
3632.24,0
3630.94,-0
3629.65,-0
3628.35,1
3627.06,-0
3625.76,1
3624.46,-0
3623.17,0
3621.87,1
3620.57,1
3619.28,-0
3617.98,0
3616.68,0
3615.39,-0
3614.09,0
3612.79,0
3611.50,0
3610.20,-0
3608.90,0
3607.61,1
3606.31,-0
3605.02,-0
3603.72,-0
3602.42,-0
3601.13,-0
3599.83,-0
3598.53,-0
3597.24,0
3595.94,0
3594.64,0
3593.35,0
3592.05,0
3590.75,-0
3589.46,0
3588.16,0
3586.87,0
3585.57,0
3584.27,-0
3582.98,1
3581.68,2
3580.38,5
3579.09,7
3577.79,5
3576.49,7
3575.20,4
3573.90,1
3572.60,-0
3571.31,0
3570.01,0
3568.71,0
3567.42,0
3566.12,-0
3564.83,0
3563.53,-1
3562.23,-0
3560.94,-0
3559.64,-0
3558.34,-0
3557.05,-0
3555.75,-1
3554.45,-0
3553.16,0
3551.86,-1
3550.56,-0
3549.27,-1
3547.97,-1
3546.67,-0
3545.38,-0
3544.08,-0
3542.79,0
3541.49,-0
3540.19,-0
3538.90,-0
3537.60,-0
3536.30,0
3535.01,0
3533.71,-1
3532.41,0
3531.12,-0
3529.82,0
3528.52,0
3527.23,0
3525.93,0
3524.63,-0
3523.34,-0
3522.04,-0
3520.75,0
3519.45,-1
3518.15,-0
3516.86,-0
3515.56,-0
3514.26,-0
3512.97,1
3511.67,-0
3510.37,0
3509.08,0
3507.78,1
3506.48,1
3505.19,0
3503.89,0
3502.59,-0
3501.30,0
3500.00,1
3498.71,0
3497.41,0
3496.11,-0
3494.82,0
3493.52,-0
3492.22,-0
3490.93,-1
3489.63,-0
3488.33,-1
3487.04,0
3485.74,-0
3484.44,-0
3483.15,0
3481.85,-1
3480.55,-1
3479.26,-0
3477.96,-0
3476.67,-1
3475.37,-0
3474.07,-1
3472.78,-1
3471.48,-0
3470.18,-1
3468.89,-1
3467.59,-0
3466.29,-1
3465.00,-1
3463.70,-1
3462.40,-0
3461.11,-1
3459.81,-1
3458.51,-0
3457.22,-0
3455.92,-1
3454.63,0
3453.33,-1
3452.03,-1
3450.74,0
3449.44,-1
3448.14,-0
3446.85,-1
3445.55,-1
3444.25,-1
3442.96,-0
3441.66,-0
3440.36,-1
3439.07,-0
3437.77,-0
3436.47,-1
3435.18,-1
3433.88,-0
3432.59,-0
3431.29,-1
3429.99,-0
3428.70,-1
3427.40,-1
3426.10,-1
3424.81,-1
3423.51,-1
3422.21,-1
3420.92,-0
3419.62,-0
3418.32,-1
3417.03,0
3415.73,-1
3414.43,-1
3413.14,-0
3411.84,-0
3410.55,-1
3409.25,-0
3407.95,-0
3406.66,-1
3405.36,-0
3404.06,-1
3402.77,-0
3401.47,-1
3400.17,-0
3398.88,-1
3397.58,-0
3396.28,-0
3394.99,-1
3393.69,-0
3392.39,-0
3391.10,-1
3389.80,-1
3388.51,-1
3387.21,-0
3385.91,-1
3384.62,-1
3383.32,0
3382.02,-1
3380.73,-1
3379.43,-0
3378.13,-1
3376.84,-0
3375.54,-0
3374.24,-0
3372.95,-0
3371.65,0
3370.35,-0
3369.06,-0
3367.76,-0
3366.47,-0
3365.17,0
3363.87,-0
3362.58,-0
3361.28,0
3359.98,0
3358.69,-0
3357.39,-0
3356.09,0
3354.80,-0
3353.50,-0
3352.20,-0
3350.91,-0
3349.61,-1
3348.31,-0
3347.02,0
3345.72,0
3344.43,0
3343.13,-0
3341.83,0
3340.54,-0
3339.24,-0
3337.94,0
3336.65,-0
3335.35,-0
3334.05,0
3332.76,-0
3331.46,0
3330.16,0
3328.87,-0
3327.57,1
3326.27,1
3324.98,0
3323.68,-0
3322.39,0
3321.09,0
3319.79,-0
3318.50,1
3317.20,1
3315.90,0
3314.61,0
3313.31,0
3312.01,-0
3310.72,1
3309.42,1
3308.12,0
3306.83,0
3305.53,1
3304.24,0
3302.94,0
3301.64,0
3300.35,1
3299.05,-0
3297.75,0
3296.46,1
3295.16,0
3293.86,1
3292.57,0
3291.27,1
3289.97,1
3288.68,1
3287.38,0
3286.08,-0
3284.79,1
3283.49,0
3282.20,1
3280.90,1
3279.60,1
3278.31,0
3277.01,1
3275.71,1
3274.42,1
3273.12,1
3271.82,1
3270.53,1
3269.23,0
3267.93,0
3266.64,0
3265.34,1
3264.04,0
3262.75,1
3261.45,0
3260.16,1
3258.86,1
3257.56,1
3256.27,1
3254.97,2
3253.67,1
3252.38,1
3251.08,1
3249.78,1
3248.49,1
3247.19,1
3245.89,1
3244.60,1
3243.30,0
3242.00,1
3240.71,1
3239.41,1
3238.12,1
3236.82,1
3235.52,1
3234.23,1
3232.93,1
3231.63,1
3230.34,1
3229.04,1
3227.74,1
3226.45,1
3225.15,1
3223.85,1
3222.56,1
3221.26,1
3219.96,1
3218.67,1
3217.37,1
3216.08,1
3214.78,2
3213.48,1
3212.19,1
3210.89,1
3209.59,1
3208.30,1
3207.00,1
3205.70,1
3204.41,1
3203.11,1
3201.81,1
3200.52,1
3199.22,1
3197.92,1
3196.63,1
3195.33,1
3194.04,1
3192.74,1
3191.44,1
3190.15,1
3188.85,0
3187.55,-0
3186.26,1
3184.96,1
3183.66,0
3182.37,0
3181.07,0
3179.77,1
3178.48,0
3177.18,0
3175.88,-0
3174.59,-0
3173.29,-0
3172.00,0
3170.70,-0
3169.40,0
3168.11,1
3166.81,-0
3165.51,0
3164.22,1
3162.92,0
3161.62,0
3160.33,0
3159.03,0
3157.73,0
3156.44,-0
3155.14,0
3153.84,0
3152.55,-0
3151.25,-0
3149.96,1
3148.66,-0
3147.36,0
3146.07,-0
3144.77,0
3143.47,-0
3142.18,0
3140.88,-0
3139.58,0
3138.29,-0
3136.99,0
3135.69,-0
3134.40,-0
3133.10,0
3131.80,0
3130.51,-0
3129.21,0
3127.92,0
3126.62,-1
3125.32,1
3124.03,-1
3122.73,0
3121.43,-0
3120.14,1
3118.84,-1
3117.54,0
3116.25,-0
3114.95,1
3113.65,0
3112.36,-0
3111.06,0
3109.76,-0
3108.47,0
3107.17,-1
3105.88,-0
3104.58,-0
3103.28,0
3101.99,1
3100.69,-0
3099.39,-0
3098.10,-0
3096.80,-1
3095.50,-1
3094.21,-0
3092.91,-1
3091.61,-0
3090.32,-1
3089.02,-0
3087.72,-0
3086.43,-1
3085.13,-0
3083.84,-1
3082.54,-0
3081.24,-0
3079.95,0
3078.65,-0
3077.35,-0
3076.06,-0
3074.76,0
3073.46,0
3072.17,-0
3070.87,-0
3069.57,-0
3068.28,0
3066.98,0
3065.68,-0
3064.39,1
3063.09,-0
3061.80,1
3060.50,0
3059.20,0
3057.91,0
3056.61,1
3055.31,1
3054.02,0
3052.72,0
3051.42,0
3050.13,0
3048.83,0
3047.53,-0
3046.24,-0
3044.94,0
3043.65,-0
3042.35,0
3041.05,-0
3039.76,-0
3038.46,0
3037.16,0
3035.87,0
3034.57,0
3033.27,1
3031.98,0
3030.68,0
3029.38,1
3028.09,-0
3026.79,0
3025.49,-0
3024.20,0
3022.90,0
3021.61,1
3020.31,-1
3019.01,0
3017.72,0
3016.42,1
3015.12,-0
3013.83,-0
3012.53,0
3011.23,1
3009.94,0
3008.64,1
3007.34,0
3006.05,1
3004.75,1
3003.45,0
3002.16,1
3000.86,1
2999.57,1
2998.27,1
2996.97,1
2995.68,2
2994.38,2
2993.08,2
2991.79,2
2990.49,3
2989.19,3
2987.90,3
2986.60,4
2985.30,3
2984.01,4
2982.71,5
2981.41,5
2980.12,4
2978.82,5
2977.53,5
2976.23,6
2974.93,7
2973.64,6
2972.34,7
2971.04,7
2969.75,7
2968.45,8
2967.15,9
2965.86,9
2964.56,9
2963.26,9
2961.97,10
2960.67,9
2959.37,9
2958.08,9
2956.78,11
2955.49,10
2954.19,10
2952.89,10
2951.60,10
2950.30,10
2949.00,10
2947.71,11
2946.41,11
2945.11,11
2943.82,11
2942.52,12
2941.22,12
2939.93,12
2938.63,13
2937.33,15
2936.04,16
2934.74,17
2933.45,16
2932.15,18
2930.85,19
2929.56,20
2928.26,20
2926.96,19
2925.67,20
2924.37,19
2923.07,21
2921.78,18
2920.48,17
2919.18,17
2917.89,16
2916.59,15
2915.29,15
2914.00,14
2912.70,14
2911.41,14
2910.11,12
2908.81,14
2907.52,12
2906.22,11
2904.92,12
2903.63,11
2902.33,12
2901.03,10
2899.74,11
2898.44,11
2897.14,11
2895.85,11
2894.55,11
2893.25,11
2891.96,11
2890.66,11
2889.37,12
2888.07,11
2886.77,13
2885.48,14
2884.18,15
2882.88,14
2881.59,15
2880.29,15
2878.99,16
2877.70,16
2876.40,17
2875.10,18
2873.81,16
2872.51,17
2871.21,18
2869.92,17
2868.62,17
2867.33,17
2866.03,16
2864.73,16
2863.44,14
2862.14,14
2860.84,13
2859.55,12
2858.25,11
2856.95,10
2855.66,10
2854.36,10
2853.06,9
2851.77,9
2850.47,8
2849.17,8
2847.88,7
2846.58,6
2845.29,7
2843.99,7
2842.69,5
2841.40,5
2840.10,5
2838.80,4
2837.51,4
2836.21,4
2834.91,4
2833.62,4
2832.32,2
2831.02,2
2829.73,2
2828.43,2
2827.13,1
2825.84,1
2824.54,0
2823.25,0
2821.95,0
2820.65,-0
2819.36,1
2818.06,-0
2816.76,0
2815.47,0
2814.17,0
2812.87,-1
2811.58,1
2810.28,-0
2808.98,-0
2807.69,-1
2806.39,-1
2805.09,1
2803.80,-0
2802.50,-1
2801.21,-1
2799.91,-1
2798.61,-2
2797.32,-1
2796.02,-1
2794.72,-1
2793.43,-2
2792.13,-1
2790.83,-2
2789.54,-3
2788.24,-2
2786.94,-2
2785.65,-2
2784.35,-2
2783.06,-2
2781.76,-2
2780.46,-1
2779.17,-2
2777.87,-2
2776.57,-2
2775.28,-2
2773.98,-3
2772.68,-2
2771.39,-2
2770.09,-2
2768.79,-1
2767.50,-1
2766.20,-1
2764.90,-2
2763.61,-2
2762.31,-2
2761.02,-2
2759.72,-1
2758.42,-1
2757.13,-2
2755.83,-2
2754.53,-1
2753.24,-2
2751.94,-2
2750.64,-2
2749.35,-2
2748.05,-2
2746.75,-1
2745.46,-2
2744.16,-2
2742.86,-2
2741.57,-2
2740.27,-2
2738.98,-2
2737.68,-1
2736.38,-1
2735.09,-2
2733.79,-1
2732.49,0
2731.20,-1
2729.90,-0
2728.60,-1
2727.31,-1
2726.01,-1
2724.71,-1
2723.42,0
2722.12,0
2720.82,-0
2719.53,-1
2718.23,-0
2716.94,-0
2715.64,0
2714.34,0
2713.05,-1
2711.75,-1
2710.45,-0
2709.16,-0
